publication,volcano,eruption,data_doi,chemistry,bulk_sio2,bulk_na2o_k2o,glass_sio2,glass_na2o_k2o,chemistry_doi,rock_experiment_type,subaerial_submarine,eff_exp,sample_no,bulk_porosity,connected_porosity,connectivity,permeability_k1,permeability_k2,vesicle_number_density,s_polydispersivity,total_crystallinity,phenocrystallinity,microcrystallinity,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1878 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.84,7.03,,,,Pumice,Subaerial,Explosive,RBL16-29u,87.59,82.42,0.941,2.87E-11,7.08E-08,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1878 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.84,7.03,,,,Pumice,Subaerial,Explosive,RBL16-29x,82.59,80.24,0.972,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1937 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,63.57,7.06,,,,Pumice,Subaerial,Explosive,RBL17-19A1,84.08,81.91,0.974,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1937 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,63.57,7.06,,,,Pumice,Subaerial,Explosive,RBL17-19A2,88.98,87.33,0.981,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL12-12,73.14,69.76,0.954,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22a,72.04,65.03,0.903,1.99E-11,1.02E-06,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22b,81.97,80.32,0.980,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22d,70.49,59.33,0.842,2.88E-11,1.80E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22e,66.67,62.95,0.944,4.87E-12,1.61E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22f,67.28,53.35,0.793,1.91E-11,1.06E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22g,83.09,75.74,0.912,1.11E-10,6.77E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22i,69.07,55.33,0.801,1.03E-11,3.73E-08,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Vulcan 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.93,7.00,,,,Pumice,Subaerial,Explosive,RBL16-22n,79.50,75.40,0.948,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 1994 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.16,7.00,,,,Lava bomb,Subaerial,Explosive,TAV-S,23.33,20.80,0.753,1.85E-14,1.40E-11,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,,,,,,Lava flow,Subaerial,Effusive,RBL11-3,26.79,24.45,0.913,1.56E-13,5.08E-10,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - core,Subaerial,Explosive,RBL11-4,79.98,75.45,0.943,2.09E-11,2.31E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - rind,Subaerial,Explosive,RBL11-4a,65.77,53.10,0.785,3.90E-14,1.37E-10,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - rind,Subaerial,Explosive,RBL11-4b,61.74,45.57,0.713,1.24E-14,3.47E-11,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - rind,Subaerial,Explosive,RBL11-4c,60.66,44.53,0.708,1.97E-14,5.82E-11,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - rind,Subaerial,Explosive,RBL11-4d,61.07,45.00,0.711,1.05E-14,2.86E-11,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - rind,Subaerial,Explosive,RBL11-4e,63.74,47.82,0.727,1.23E-14,3.83E-11,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - core,Subaerial,Explosive,RBL11-4f,74.11,70.37,0.931,1.72E-11,1.82E-08,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - core,Subaerial,Explosive,RBL11-4g,75.01,69.73,0.913,6.26E-12,6.91E-09,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - core,Subaerial,Explosive,RBL11-4h,75.23,70.39,0.919,1.19E-11,1.06E-08,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - core,Subaerial,Explosive,RBL11-4i,75.57,70.49,0.916,7.88E-12,8.71E-09,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - core,Subaerial,Explosive,RBL11-4j,75.08,69.09,0.904,5.77E-10,2.03E-08,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,62.79,7.00,,,,Breadcrust bomb - core,Subaerial,Explosive,RBL11-4k,72.96,67.17,0.902,1.67E-12,3.50E-09,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18a,75.70,68.46,0.904,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18b,53.50,43.38,0.811,7.12E-11,7.80E-08,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18c,68.38,61.15,0.894,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18e,69.17,56.00,0.810,5.85E-11,4.37E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18g,74.68,69.72,0.934,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18h,77.47,71.18,0.919,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18i,68.71,57.95,0.843,3.80E-11,2.21E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18j,68.92,62.48,0.907,5.37E-11,1.32E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18o,67.61,57.51,0.851,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18r,73.75,66.82,0.906,,,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2006 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Pumice,Subaerial,Explosive,RBL16_18s,67.21,59.19,0.881,5.16E-11,3.99E-07,,,,,,
Bernard and Bouvet de Maisonneuve 2020,Rabaul,Tavurvur 2014 eruption,https://doi.org/10.1016/j.jvolgeores.2020.107068,Andesite,61.80,7.00,,,,Lava bomb,Subaerial,Explosive,RBL14-3,46.89,41.28,0.881,1.90E-15,1.46E-11,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",1929 eruption,https://doi.org/10.1029/1999JB900435,Andesite,61.90,4.53,,,,Block and ash flow,Subaerial,Explosive,R,,32.80,,1.03E-11,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",1929 eruption,https://doi.org/10.1029/1999JB900435,Andesite,61.90,4.53,,,,Block and ash flow,Subaerial,Explosive,Q,,38.00,,3.43E-11,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",1902 nuees ardentes,https://doi.org/10.1029/1999JB900435,Andesite,61.90,4.49,,,,Pyroclastic flow deposit,Subaerial,Explosive,K,,25.10,,1.60E-12,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",Saint Vincent (Neo-Pelee),https://doi.org/10.1029/1999JB900435,Andesite,63.22,4.88,,,,Scoria,Subaerial,Explosive,MF201(1),,36.30,,1.56E-12,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",Paleo-Pelee,https://doi.org/10.1029/1999JB900435,Andesite,54.45,3.73,,,,Breccia,Subaerial,Explosive,MA701(3),,28.90,,5.12E-12,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",1902 Plinian,https://doi.org/10.1029/1999JB900435,Andesite,61.90,4.49,,,,Pumice,Subaerial,Explosive,J,,57.50,,3.93E-13,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",P1,https://doi.org/10.1029/1999JB900435,Andesite,60.95,4.40,,,,Pumice,Subaerial,Explosive,F3,,14.60,,2.07E-13,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",P2,https://doi.org/10.1029/1999JB900435,Andesite,60.95,4.40,,,,Pumice,Subaerial,Explosive,M,,57.40,,1.46E-13,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",Saint Vincent (Neo-Pelee),https://doi.org/10.1029/1999JB900435,Andesite,54.45,3.73,,,,Scoria,Subaerial,Explosive,MF201(3),,35.20,,5.76E-12,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",Paleo-Pelee,https://doi.org/10.1029/1999JB900435,Andesite,63.22,4.88,,,,Breccia,Subaerial,Explosive,MA701(1),,24.00,,2.57E-13,,,,,,,
Jouniaux et al. 2000,"Pelee, Martiniqiue",Saint Vincent (Neo-Pelee),https://doi.org/10.1029/1999JB900435,Andesite,63.22,4.88,,,,Scoria,Subaerial,Explosive,MF201(2),,28.00,,1.04E-12,,,,,,,
Wright et al. 2006,Ramadas,6.6 Ma Ramadas caldera,https://doi.org/10.1029/2006GL027224,Rhyolite,69.33,8.26,,,,Tube pumice,Subaerial,Explosive,Ram05,68.60,67.80,0.988,1.77E-10,2.64E-05,,,,,,
Wright et al. 2006,Ramadas,6.6 Ma Ramadas caldera,https://doi.org/10.1029/2006GL027224,Rhyolite,69.33,8.26,,,,Tube pumice,Subaerial,Explosive,,,57.44,,2.48E-12,,,,,,,
Wright et al. 2006,Ramadas,6.6 Ma Ramadas caldera,https://doi.org/10.1029/2006GL027224,Rhyolite,69.33,8.26,,,,Tube pumice,Subaerial,Explosive,,,61.31,,6.39E-14,,,,,,,
Wright et al. 2006,Ramadas,6.6 Ma Ramadas caldera,https://doi.org/10.1029/2006GL027224,Rhyolite,69.33,8.26,,,,Tube pumice,Subaerial,Explosive,,,71.23,,3.80E-10,,,,,,,
Wright et al. 2006,Monte Pilato,"1.4 ka eruption, Lipari Island",https://doi.org/10.1029/2006GL027224,Rhyolite,74.32,8.83,,,,Tube pumice,Subaerial,Explosive,MP2,71.60,63.70,0.890,1.06E-13,2.28E-11,,,,,,
Wright et al. 2006,Monte Pilato,"1.4 ka eruption, Lipari Island",https://doi.org/10.1029/2006GL027224,Rhyolite,74.32,8.83,,,,Tube pumice,Subaerial,Explosive,,,60.97,,2.08E-15,,,,,,,
Wright et al. 2006,Monte Pilato,"1.4 ka eruption, Lipari Island",https://doi.org/10.1029/2006GL027224,Rhyolite,74.32,8.83,,,,Tube pumice,Subaerial,Explosive,,,66.29,,9.11E-15,,,,,,,
Wright et al. 2006,Monte Pilato,"1.4 ka eruption, Lipari Island",https://doi.org/10.1029/2006GL027224,Rhyolite,74.32,8.83,,,,Tube pumice,Subaerial,Explosive,,,62.35,,1.68E-13,,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,TT5,79.20,78.10,0.986,2.10E-11,7.42E-06,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,,,72.91,,1.70E-14,,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,,,77.87,,8.14E-14,,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,,,80.13,,9.02E-13,,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,,,76.45,,1.56E-12,,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,,,75.02,,2.32E-12,,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,,,75.20,,2.68E-12,,,,,,,
Wright et al. 2006,Tumalo Tuff,"440 kaTumalo  caldera, Oregon",https://doi.org/10.1029/2006GL027224,Rhyolite,70.00,8.50,,,,Tube pumice,Subaerial,Explosive,,,75.69,,4.55E-12,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,TY3,70.50,69.30,0.983,1.95E-11,2.58E-07,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,65.98,,8.47E-15,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,66.15,,2.82E-14,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,68.91,,3.99E-14,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,69.41,,2.58E-14,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,70.10,,4.62E-14,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,70.77,,3.09E-14,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,71.08,,1.86E-14,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,68.72,,1.65E-13,,,,,,,
Wright et al. 2006,Toya Tuff,"110 ka Toya caldera, Hokkaido",https://doi.org/10.1029/2006GL027224,Rhyolite,74.56,7.61,,,,Tube pumice,Subaerial,Explosive,,,68.98,,8.28E-12,,,,,,,
Eichelberger et al. 1986,Obsidian Dome,600a Inyo Domes chain,https://doi.org/10.1038/323598a0,Rhyolite,71.00,9.00,,,,Lava dome,Subaerial,Effusive,1,36.82,,,2.19E-16,,,,,,,
Eichelberger et al. 1986,Obsidian Dome,600a Inyo Domes chain,https://doi.org/10.1038/323598a0,Rhyolite,71.00,9.00,,,,Lava dome,Subaerial,Effusive,2,56.99,,,3.91E-16,,,,,,,
Eichelberger et al. 1986,Obsidian Dome,600a Inyo Domes chain,https://doi.org/10.1038/323598a0,Rhyolite,71.00,9.00,,,,Lava dome,Subaerial,Effusive,3,60.13,,,1.56E-14,,,,,,,
Eichelberger et al. 1986,Obsidian Dome,600a Inyo Domes chain,https://doi.org/10.1038/323598a0,Rhyolite,71.00,9.00,,,,Lava dome,Subaerial,Effusive,4,63.23,,,1.25E-13,,,,,,,
Eichelberger et al. 1986,Obsidian Dome,600a Inyo Domes chain,https://doi.org/10.1038/323598a0,Rhyolite,71.00,9.00,,,,Lava dome,Subaerial,Effusive,5,72.92,,,5.21E-13,,,,,,,
Eichelberger et al. 1986,Obsidian Dome,600a Inyo Domes chain,https://doi.org/10.1038/323598a0,Rhyolite,71.00,9.00,,,,Lava dome,Subaerial,Effusive,6,74.33,,,5.79E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,81.12,,,6.38E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,79.69,,,4.09E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,76.81,,,2.50E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,78.04,,,1.70E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,80.32,,,1.59E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,81.45,,,1.57E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,78.74,,,1.18E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,80.96,,,1.10E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,85.91,,,2.66E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,84.82,,,1.76E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,84.44,,,1.62E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,87.56,,,8.34E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,87.01,,,7.27E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,86.14,,,6.14E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,83.29,,,1.12E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,83.61,,,1.05E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,83.99,,,9.52E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,84.47,,,8.65E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,77.53,,,7.44E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,76.43,,,3.74E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,78.76,,,4.19E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,80.44,,,4.75E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,81.20,,,4.31E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,7700 BP climactic Plinian,https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,81.55,,,9.55E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,81.27,,,3.30E-11,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,81.38,,,5.38E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,79.07,,,1.58E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,77.06,,,1.21E-12,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,80.57,,,9.36E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,80.15,,,2.01E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,78.74,,,2.22E-13,,,,,,,
Klug and Cashman 1996,Mount Mazama,"7700 BP Wineglass Tuff, Crater Lake",https://doi.org/10.1007/s004450050128,Rhyodacite,70.93,7.95,,,,Pumice,Subaerial,Explosive,,78.25,,,1.75E-13,,,,,,,
